Datum,Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh),Temp_Max,Temp_Min,Niederschlag,Windgeschwindigkeit,Windrichtung
2021-08-11,472186.49,485614.11,100.76208333333334,23.8,13.8,0.0,9.9,305
2021-08-12,482554.24,490425.55,106.5425,26.6,13.2,0.0,8.3,71
2021-08-13,456112.17,626720.51,94.90458333333333,27.5,15.5,0.3,10.1,237
2021-08-14,319884.53,729170.28,63.36875,27.8,16.6,0.1,9.8,291
2021-08-15,324170.43,584448.3,61.944583333333334,29.1,16.8,0.0,11.5,257
2021-08-16,354658.05,899803.65,67.60041666666667,23.3,14.3,1.1,22.7,271
2021-08-17,317135.06,1022351.75,57.39208333333334,15.8,9.8,2.8,22.1,274
2021-08-18,380600.02,831776.59,78.64333333333333,18.3,11.7,0.5,19.6,261
2021-08-19,487931.11,618508.03,91.62333333333333,20.0,13.9,0.4,16.6,265
2021-08-20,535595.02,438252.31,102.18,21.2,14.7,0.9,13.4,280
2021-08-21,442644.76,438912.94,91.46291666666667,24.7,11.3,0.0,8.8,133
2021-08-22,382306.56,515595.55,78.05458333333333,21.3,14.4,10.4,16.7,237
2021-08-23,495177.11,590658.02,93.87916666666666,15.9,13.1,8.3,18.0,304
2021-08-24,516210.43,551874.84,95.39958333333334,19.0,11.3,1.5,18.6,18
2021-08-25,442658.46,744727.41,84.30958333333334,20.8,9.1,0.0,10.5,7
2021-08-26,463373.45,704457.69,92.615,18.4,12.4,6.7,15.9,289
2021-08-27,465964.03,681117.3200000001,95.90750000000001,15.8,9.9,4.6,20.9,283
2021-08-28,370352.8,573269.49,84.71958333333333,16.7,9.6,3.5,14.8,317
2021-08-29,390595.12,522910.05,80.74249999999999,16.4,10.2,2.7,9.1,277
2021-08-30,514225.23,567313.06,106.57499999999999,18.1,11.7,9.2,9.7,14
2021-08-31,554779.36,574259.82,110.05416666666667,17.8,12.0,1.9,17.9,327
2021-09-01,601036.56,490939.05,111.85916666666667,19.1,9.1,0.0,10.4,347
2021-09-02,602408.53,480602.9,118.19458333333334,21.5,8.9,0.0,12.4,76
2021-09-03,564996.26,552126.54,110.52541666666667,22.8,10.1,0.0,8.7,72
2021-09-04,512561.24,451905.07,106.87583333333333,23.3,9.7,0.0,6.5,105
2021-09-05,443755.26,513018.01,97.62916666666666,22.3,11.6,0.0,9.5,73
2021-09-06,628012.92,427612.54,127.82375,23.5,11.5,0.0,7.5,137
2021-09-07,661133.31,397226.78,127.9825,22.2,11.6,0.1,9.0,135
2021-09-08,651156.94,513287.11,124.77916666666668,23.8,10.9,0.0,11.1,92
2021-09-09,669127.5,507079.76,130.23333333333332,25.6,10.9,0.1,11.4,166
2021-09-10,709054.43,426300.42,138.28625,24.7,14.4,1.5,8.0,231
2021-09-11,617272.37,447323.8,129.01791666666665,19.8,14.0,2.9,11.4,255
2021-09-12,520881.14,509785.05,105.22250000000001,21.4,13.4,0.5,9.3,289
2021-09-13,700951.11,422074.09,141.31916666666666,21.9,10.3,0.0,8.7,352
2021-09-14,688501.85,460509.64,143.23833333333334,24.8,12.4,0.0,9.6,128
2021-09-15,690575.36,455187.24,168.21166666666667,20.9,14.9,2.0,8.7,180
2021-09-16,696350.16,602804.73,158.94291666666666,18.4,14.3,4.3,12.5,276
2021-09-17,695314.66,443891.35,156.95916666666668,17.8,11.5,0.0,13.1,298
2021-09-18,608209.5,419384.69,133.76291666666665,18.6,10.8,0.0,15.0,329
2021-09-19,534226.02,486927.88,94.10333333333334,16.5,9.3,0.2,12.4,58
2021-09-20,694396.65,332416.97,150.69875,13.8,7.6,0.0,9.4,49
2021-09-21,688521.9,462649.94,149.89208333333332,13.9,8.2,0.0,8.0,5
2021-09-22,681361.55,518530.94,145.97666666666666,15.9,7.4,0.0,16.3,307
2021-09-23,442902.07,960012.27,73.15958333333333,20.6,5.4,0.0,19.8,239
2021-09-24,518671.31,767159.76,108.98083333333334,18.9,11.9,0.0,19.2,278
2021-09-25,573805.2,470159.44,127.58749999999999,22.7,9.2,0.0,8.6,202
2021-09-26,559784.6,418784.13,125.71750000000002,23.1,11.5,5.2,9.0,156
2021-09-27,674387.1,511106.82,143.21833333333333,19.8,14.6,14.5,10.5,268
2021-09-28,713512.13,413855.2,155.08625,16.9,11.9,0.4,13.0,320
2021-09-29,594714.24,710167.78,133.31375,17.5,11.5,3.9,18.4,262
2021-09-30,493430.47000000003,940402.24,112.57083333333333,13.8,6.1,0.0,14.4,255
2021-10-01,453813.945,871939.185,101.83282608695653,16.9,5.0,0.0,11.0,150
2021-10-02,418813.54,695875.77,104.05583333333334,19.3,8.4,0.0,15.0,155
2021-10-03,264423.01,953910.39,40.962916666666665,21.2,10.2,0.0,16.7,151
2021-10-04,583001.25,558048.42,158.12083333333334,14.8,11.3,0.7,13.8,322
2021-10-05,581234.44,578204.48,159.72875,15.0,11.4,10.3,12.5,244
2021-10-06,580710.24,614483.9400000001,184.12375,12.5,6.2,0.0,14.9,256
2021-10-07,751063.22,321927.32,302.52625,14.1,5.5,0.0,10.9,19
2021-10-08,707925.64,439551.31,203.89291666666668,15.3,8.4,0.1,16.4,47
2021-10-09,520703.01,588740.7,139.49166666666667,13.7,4.3,0.0,13.7,67
2021-10-10,541778.32,468433.57,144.33666666666667,12.5,1.9,0.0,10.2,61
2021-10-11,659740.89,617321.92,167.84083333333334,12.6,-0.5,0.2,13.8,289
2021-10-12,708373.44,615225.49,167.43166666666667,10.8,6.6,8.6,19.4,285
2021-10-13,771800.79,496381.47,188.24291666666667,9.4,2.2,0.0,15.1,303
2021-10-14,692697.08,656306.34,167.80916666666667,9.1,4.5,2.9,17.7,267
2021-10-15,559300.2,825201.45,116.65166666666666,14.6,4.7,0.0,15.2,251
2021-10-16,625377.75,479156.26,156.77666666666667,12.4,2.2,0.0,9.0,12
2021-10-17,609423.81,444564.72,142.15583333333333,11.2,0.5,0.0,7.0,128
2021-10-18,693773.79,491873.31,189.72166666666666,13.3,4.8,0.0,11.3,153
2021-10-19,624717.5700000001,718823.69,153.455,11.6,4.3,1.8,11.2,167
2021-10-20,351162.97,1130061.46,60.11041666666667,19.2,7.7,0.5,15.9,190
2021-10-21,350752.62,1147969.92,61.50333333333333,13.9,7.7,10.4,43.7,245
2021-10-22,381436.56,1105150.11,71.87416666666667,9.6,2.9,0.0,25.9,267
2021-10-23,527671.73,636548.3200000001,139.37708333333333,9.5,2.5,0.0,18.1,295
2021-10-24,438894.65,669431.38,99.41125,11.7,0.1,0.0,10.5,110
2021-10-25,649124.78,606525.1,173.64958333333334,9.3,-1.2,0.0,10.2,150
2021-10-26,649994.9,633456.89,178.015,12.0,0.3,0.2,13.1,228
2021-10-27,597607.85,731128.78,143.83666666666667,12.2,3.6,0.0,9.9,175
2021-10-28,643100.23,640152.95,153.53958333333333,9.6,1.1,0.0,11.1,138
2021-10-29,552781.9,747377.8099999999,112.97333333333334,10.0,1.0,0.0,8.4,134
2021-10-30,438450.55,721826.48,84.15333333333334,11.6,0.4,0.3,9.9,139
2021-10-31,323782.03,758947.48,61.225,16.8,5.6,0.0,10.0,139
2021-11-01,422788.44,706358.85,95.48625,11.9,4.5,6.1,14.2,209
2021-11-02,750511.01,385899.95,204.10875,10.1,2.4,3.5,14.3,231
2021-11-03,840168.86,306591.31,193.13791666666668,9.8,1.4,2.3,10.1,105
2021-11-04,771411.01,540218.28,172.11083333333332,6.3,4.6,18.1,22.7,261
2021-11-05,721864.95,626482.67,160.08833333333334,6.9,1.8,1.3,15.3,257
2021-11-06,477283.52,835617.1,76.75666666666667,8.3,-1.2,0.0,9.2,226
2021-11-07,357965.67,1007395.99,35.4075,6.3,-0.7,0.9,17.0,240
2021-11-08,760429.67,524113.74,177.41333333333333,7.9,4.3,0.2,14.7,285
2021-11-09,824389.6,588490.92,163.13625,9.4,-1.1,0.0,12.6,84
2021-11-10,861909.14,416100.9,176.25958333333332,7.7,-1.8,0.0,8.3,109
2021-11-11,901649.29,317714.42,190.42666666666665,6.4,-1.8,0.0,5.2,109
2021-11-12,854205.0800000001,455156.94,166.89625,4.8,-0.8,0.0,9.2,151
2021-11-13,765347.12,364947.23,156.8975,5.6,1.8,3.4,9.4,168
2021-11-14,740532.28,336086.4,169.29541666666668,9.2,2.6,0.0,15.0,62
2021-11-15,872993.86,332828.72,227.95791666666665,8.5,3.2,0.0,15.1,70
2021-11-16,916559.22,215261.03,237.465,7.3,2.8,0.0,9.1,101
2021-11-17,826545.4,566290.44,180.59916666666666,5.5,2.8,0.1,15.2,263
2021-11-18,657111.98,884960.46,139.90375,7.1,3.2,0.1,14.2,268
2021-11-19,620657.92,879422.3,131.63375,7.1,2.8,0.0,13.4,266
2021-11-20,603373.08,689894.73,110.21749999999999,8.3,1.6,0.1,10.6,248
2021-11-21,662808.02,529282.17,144.83541666666667,4.8,0.7,0.2,12.0,257
2021-11-22,804776.1,493917.42,233.16625,5.5,-1.3,1.7,13.8,6
2021-11-23,826964.45,526183.29,241.87041666666667,4.4,-3.7,0.0,9.4,352
2021-11-24,938908.96,407778.99,273.885,6.0,-3.5,0.0,9.8,73
2021-11-25,911967.69,482062.58999999997,243.34625000000003,1.1,-3.5,0.0,7.5,214
2021-11-26,848195.2,603597.22,188.37541666666667,1.5,-0.6,1.0,11.4,247
2021-11-27,829834.26,450156.61,202.8970833333333,3.7,-1.9,2.1,14.2,178
2021-11-28,802679.66,337051.4,201.16583333333332,1.5,-2.6,1.6,7.6,270
2021-11-29,895293.77,425055.02,265.96166666666664,2.0,-2.6,0.5,18.9,290
2021-11-30,608050.08,1037968.56,123.83916666666666,2.7,-0.0,13.0,38.2,259
2021-12-01,522405.31,1147627.67,91.00416666666666,7.1,2.9,5.1,28.2,243
2021-12-02,755551.83,696220.59,195.04083333333332,5.3,-0.2,4.4,22.4,272
2021-12-03,623737.68,957852.49,149.97125,1.1,-2.3,0.1,16.2,248
2021-12-04,698207.57,469595.66,196.26375,4.9,-1.3,11.6,21.7,171
2021-12-05,686061.85,511957.79,157.71125,3.3,-2.4,0.3,18.6,272
2021-12-06,865795.7,479868.04,265.3925,2.5,-2.5,0.3,8.2,302
2021-12-07,840881.72,688168.29,216.18541666666667,2.1,-2.7,2.2,18.6,217
2021-12-08,766550.66,746575.5700000001,184.05999999999997,0.4,-1.8,4.5,13.6,129
2021-12-09,945971.73,408935.89,277.88375,1.6,-1.2,3.8,14.2,285
2021-12-10,892272.77,377735.52,239.78041666666664,2.4,-1.4,1.3,14.3,159
2021-12-11,795788.87,366524.33999999997,237.34833333333333,1.7,-1.9,1.2,13.5,278
2021-12-12,625372.83,630725.23,183.12125,3.3,-0.2,0.9,14.5,247
2021-12-13,813903.01,481026.87,264.66249999999997,5.2,2.4,0.0,10.5,284
2021-12-14,847353.59,436990.83,295.8179166666667,5.1,3.6,0.3,11.9,264
2021-12-15,789138.0,583768.53,295.2004166666666,5.7,3.6,0.0,6.4,264
2021-12-16,836705.51,403599.7,344.3029166666667,5.7,3.9,0.1,10.5,283
2021-12-17,844942.23,360469.71,338.14,5.3,0.6,0.0,11.2,317
2021-12-18,702388.13,501907.18,259.5133333333333,3.8,2.2,0.0,9.4,291
2021-12-19,555835.03,786989.06,119.67333333333333,3.6,1.6,0.0,19.8,284
2021-12-20,886551.92,393528.62,331.3704166666667,3.4,-3.5,0.2,17.0,320
2021-12-21,970422.15,288705.49,431.97499999999997,0.8,-5.7,0.0,7.6,34
2021-12-22,927239.73,389185.54,416.7225,-0.4,-8.0,0.0,9.3,112
2021-12-23,780512.04,588256.65,300.72583333333336,4.7,-5.6,1.0,21.7,185
2021-12-24,577701.37,680527.27,196.20875,6.9,4.7,2.6,22.0,262
2021-12-25,603112.02,387975.15,198.29250000000002,5.4,-2.1,9.8,12.3,40
2021-12-26,618520.53,533869.57,172.45666666666668,0.8,-2.3,0.2,11.2,96
2021-12-27,624032.4,605567.76,148.82791666666665,2.4,-1.1,1.7,13.9,142
2021-12-28,563687.22,712576.87,104.22583333333334,6.1,-0.5,10.9,18.2,175
2021-12-29,642527.97,530311.77,155.60333333333332,6.9,5.1,10.6,28.0,260
2021-12-30,330402.91,988727.16,73.26208333333334,12.6,6.2,1.8,20.8,268
2021-12-31,242807.24,1023819.39,12.127916666666666,13.4,8.0,0.1,18.9,258
2022-01-01,291858.8,731352.59,82.57833333333333,11.0,4.2,0.3,16.3,255
2022-01-02,244974.06,970698.18,47.35375,10.6,2.6,0.0,21.7,206
2022-01-03,422236.93,1068035.46,76.10708333333334,10.2,7.0,3.2,30.6,256
2022-01-04,733612.36,650769.25,153.91666666666666,11.0,3.9,24.5,27.6,242
2022-01-05,599993.56,1040960.8,107.86833333333334,4.3,0.5,3.8,24.3,258
2022-01-06,742600.97,611004.7,194.0975,2.9,-0.7,0.5,20.0,276
2022-01-07,728749.43,836546.98,167.18083333333334,1.6,-3.2,0.1,14.2,193
2022-01-08,668061.45,772341.91,165.8975,1.5,-3.7,3.7,26.9,213
2022-01-09,615418.41,744676.39,146.55916666666667,2.7,-1.4,7.5,24.6,223
2022-01-10,927861.37,286516.66,261.54833333333335,3.2,-1.4,0.2,11.5,332
2022-01-11,937874.93,387715.82,255.41,3.0,-3.1,0.0,10.8,45
2022-01-12,940109.63,408041.77999999997,233.31541666666666,-0.0,-5.1,0.0,7.4,288
2022-01-13,837446.64,748987.99,180.15625,2.1,-2.9,0.0,9.0,264
2022-01-14,864646.99,677972.77,178.76208333333332,4.4,-3.7,0.0,10.6,281
2022-01-15,882897.8300000001,304276.32,215.995,2.2,-0.8,0.0,6.0,54
2022-01-16,657548.45,710098.81,133.09541666666667,0.4,-1.2,0.5,20.5,253
2022-01-17,695178.74,936929.23,129.31458333333333,2.0,0.4,2.9,27.4,272
2022-01-18,962916.0700000001,436567.2,235.87,4.3,-0.5,0.1,10.5,303
2022-01-19,798659.1,856107.24,172.1795833333333,2.4,-2.4,0.7,19.8,232
2022-01-20,658509.29,1039415.78,117.69541666666667,1.6,-1.5,5.2,24.3,280
2022-01-21,775557.6,846643.35,159.26958333333332,0.3,-4.6,3.4,23.8,290
2022-01-22,774270.14,561085.39,175.75750000000002,2.8,0.5,4.0,26.1,289
2022-01-23,852845.9,349096.7,193.69500000000002,3.3,1.8,0.4,13.9,299
2022-01-24,937759.8,350704.64,245.9375,4.6,1.1,0.0,7.7,193
2022-01-25,968038.53,349727.04,297.28833333333336,3.8,-0.9,0.0,7.9,260
2022-01-26,885568.63,664269.55,234.98125000000002,0.4,-1.2,0.0,14.8,275
2022-01-27,642837.75,1052175.23,120.71333333333332,1.6,-2.5,1.0,26.6,262
2022-01-28,678105.14,893079.6,174.3479166666667,3.4,0.2,1.4,28.5,291
2022-01-29,418779.71,1129615.44,92.12916666666666,5.0,0.5,0.8,29.2,257
2022-01-30,428047.05,1029930.45,55.30041666666667,5.0,-0.1,0.8,34.4,285
2022-01-31,722408.86,689704.4400000001,195.2025,3.5,-0.3,10.4,28.1,265
2022-02-01,601413.91,1033299.98,150.24708333333334,3.5,-0.6,8.4,31.4,279
2022-02-02,614922.08,997566.61,140.22083333333333,5.7,2.0,3.5,30.5,296
2022-02-03,792480.92,651539.04,193.55791666666667,7.0,-1.3,0.0,13.0,206
2022-02-04,589376.12,964544.28,132.36833333333334,6.1,3.9,1.5,23.8,248
2022-02-05,348962.55,1169211.64,88.89458333333333,4.7,-0.4,1.2,28.0,267
2022-02-06,296707.37,1163871.36,52.784166666666664,5.4,2.3,11.1,33.7,241
2022-02-07,494270.61,1100738.79,84.67583333333333,4.2,0.5,4.9,30.6,287
2022-02-08,608103.06,1032144.61,137.80791666666667,5.3,0.1,0.2,17.3,261
2022-02-09,687864.43,855303.98,165.89166666666668,9.6,-0.1,0.0,19.9,253
2022-02-10,785913.28,647254.44,192.81958333333333,9.4,-1.5,0.0,22.9,232
2022-02-11,751321.16,721067.64,184.58041666666668,4.4,-0.1,1.0,28.4,278
2022-02-12,645212.6,763695.76,143.05041666666668,5.6,-4.1,0.0,14.1,132
2022-02-13,413132.49,1037126.8200000001,83.57791666666667,8.2,-3.8,0.0,12.9,159
2022-02-14,561521.14,1057734.43,102.22333333333334,7.3,-1.9,0.1,14.8,161
2022-02-15,683488.76,881627.67,155.00416666666666,7.0,1.6,3.6,15.6,248
2022-02-16,499715.81,1186918.44,117.37791666666668,9.3,0.8,4.4,28.7,224
2022-02-17,381238.33,1271433.3,68.63708333333334,11.2,4.7,4.3,45.1,267
2022-02-18,465429.8,1045751.83,117.62708333333335,11.9,4.5,5.1,31.1,242
2022-02-19,330203.56,1179388.15,39.615833333333335,7.2,0.3,0.2,32.8,259
2022-02-20,310249.27999999997,1127539.18,67.28125,7.6,1.9,3.7,31.9,243
2022-02-21,408232.75,1253961.41,75.41625,8.4,2.5,6.7,42.9,257
2022-02-22,569949.08,1095194.07,123.24291666666666,6.2,1.5,1.8,26.5,278
2022-02-23,629448.3,998385.55,130.08875,9.0,-0.3,2.3,27.7,272
2022-02-24,621644.11,1052800.91,123.3875,11.6,-2.7,0.6,26.7,204
2022-02-25,595024.55,1097900.2,119.9575,5.7,-0.5,1.6,23.5,270
2022-02-26,743717.66,484645.08999999997,225.43416666666667,4.5,-1.5,1.2,17.1,334
2022-02-27,595219.055,686563.195,182.80108695652174,6.0,-2.3,0.0,16.4,80
2022-02-28,746884.17,714305.41,208.29625,6.1,-3.3,0.0,13.7,71
2022-03-01,833118.71,546787.35,241.40125,6.5,-3.8,0.0,13.9,105
2022-03-02,882389.44,371538.14,278.77625,6.2,-4.4,0.0,8.7,78
2022-03-03,835614.88,491828.26,338.19958333333335,8.1,-5.5,0.0,10.8,19
2022-03-04,823581.0,506264.18,358.7775,4.5,-3.8,0.0,11.7,59
2022-03-05,759050.21,492275.4,344.4025,4.1,-4.7,0.0,14.3,76
2022-03-06,753450.21,398837.99,340.79791666666665,3.2,-3.9,0.0,15.2,37
2022-03-07,823178.21,484437.57,410.09999999999997,3.8,-5.4,0.0,15.5,59
2022-03-08,769334.7,613553.47,487.5733333333333,7.4,-4.2,0.0,12.4,72
2022-03-09,777956.58,560971.9,446.25458333333336,9.8,-3.5,0.0,7.8,112
2022-03-10,704215.6,800208.01,279.1504166666667,10.8,-2.6,0.0,16.9,87
2022-03-11,532075.44,1104480.25,80.43916666666667,8.6,-3.5,0.0,19.4,96
2022-03-12,511925.76,864606.91,124.25,9.5,-3.8,0.0,12.1,100
2022-03-13,499360.02,810287.41,115.09791666666666,11.1,-3.7,0.0,11.0,96
2022-03-14,800177.33,561703.58,281.44,10.1,-1.9,0.1,20.5,270
2022-03-15,874916.75,319148.42,300.53749999999997,8.3,-1.2,8.8,19.5,99
2022-03-16,792376.97,603195.45,245.29666666666665,11.4,1.3,0.0,12.6,80
2022-03-17,748087.11,660442.34,225.40958333333333,12.6,0.0,0.0,13.2,71
2022-03-18,725018.4,598686.94,228.9,11.6,3.6,0.0,19.2,42
2022-03-19,479668.45,900375.53,130.95208333333332,7.7,0.6,1.5,22.3,62
2022-03-20,395870.14,997872.3,49.04291666666666,12.2,1.7,0.0,19.1,102
2022-03-21,722097.73,646756.65,205.75458333333333,12.1,-2.7,0.0,11.0,90
2022-03-22,801979.15,487193.44,236.48833333333334,14.8,-2.4,0.0,10.2,73
2022-03-23,833674.79,449941.18,236.53375000000003,17.2,-2.1,0.0,10.2,345
2022-03-24,828469.2,435285.09,237.99833333333333,17.3,0.0,0.0,11.0,356
2022-03-25,759332.72,502755.29,244.37875,16.1,1.5,0.0,11.2,38
2022-03-26,625358.64,634002.24,189.5525,16.1,1.1,0.0,11.5,24
2022-03-27,616959.63,459337.68,200.59391304347827,17.8,3.8,0.0,10.5,30
2022-03-28,767007.64,544656.74,221.57083333333333,18.6,2.9,0.0,12.8,275
2022-03-29,819764.8,478483.15,250.18291666666667,16.4,4.5,0.0,10.7,303
2022-03-30,878716.24,363999.36,271.02708333333334,11.1,4.9,8.0,14.0,33
2022-03-31,747963.3,726278.73,209.19000000000003,7.2,3.3,0.2,13.5,53
2022-04-01,615515.6,892634.35,160.13083333333333,4.6,0.6,7.5,18.5,54
2022-04-02,601146.59,689544.32,166.40333333333334,1.6,-0.7,5.8,18.8,23
2022-04-03,577268.94,583528.41,172.88625,3.8,-3.2,0.1,13.0,336
2022-04-04,452928.33,1181738.04,75.32666666666667,6.5,-3.6,1.6,25.0,250
2022-04-05,612573.49,830593.89,183.02416666666667,8.5,2.5,8.6,24.8,254
2022-04-06,499870.37,1103399.92,121.33416666666666,13.9,6.6,0.9,22.3,248
2022-04-07,396999.16000000003,1274027.01,74.15333333333334,14.0,7.1,5.4,38.4,236
2022-04-08,527890.09,927133.92,120.86833333333334,8.8,3.4,15.9,27.0,261
2022-04-09,402596.28,1000733.85,59.824999999999996,7.3,1.5,7.4,24.3,296
2022-04-10,394405.33999999997,858989.73,74.65375,6.8,-0.7,1.1,20.4,288
2022-04-11,663899.44,600823.73,223.61749999999998,11.2,-2.6,0.0,9.2,138
2022-04-12,587342.52,855464.73,184.5925,17.2,-0.1,0.0,11.0,112
2022-04-13,631983.99,613293.62,222.51833333333332,19.7,2.3,0.0,9.7,72
2022-04-14,630574.29,541328.98,227.70916666666668,19.8,5.1,4.0,12.0,3
2022-04-15,524469.28,530838.6,192.96416666666667,16.7,6.2,0.7,20.1,333
2022-04-16,456051.91000000003,678159.97,149.215,11.1,2.3,0.0,18.0,33
2022-04-17,406637.18,646374.41,108.82166666666667,12.5,0.1,0.0,14.0,62
2022-04-18,434866.0,615889.9400000001,120.23125,13.0,0.8,0.0,11.5,32
2022-04-19,564645.78,656921.55,213.00458333333333,13.5,1.7,0.0,19.8,10
2022-04-20,554136.59,644545.87,203.24958333333333,13.7,-0.9,0.0,19.4,40
2022-04-21,571493.27,614145.39,199.50458333333333,12.3,4.5,0.0,13.4,66
2022-04-22,502728.18,878029.65,172.48708333333332,15.9,4.8,0.0,19.4,70
2022-04-23,399731.88,916058.87,93.30624999999999,13.9,6.6,0.0,20.8,89
2022-04-24,399175.32,813242.91,108.53500000000001,11.4,6.2,3.3,17.0,136
2022-04-25,661781.41,496560.98,223.4645833333333,12.4,6.3,0.3,12.2,341
2022-04-26,708476.02,432780.66,238.46916666666667,10.4,4.7,11.7,11.1,114
2022-04-27,700680.08,467974.13,222.20916666666668,14.3,6.0,4.3,10.5,29
2022-04-28,651992.86,562208.21,230.1520833333333,17.4,3.1,0.0,9.7,37
2022-04-29,659711.14,520197.58,228.02458333333334,18.8,2.4,0.0,11.4,82
2022-04-30,554154.47,459980.12,201.275,16.3,5.7,0.6,10.8,14
2022-05-01,527791.53,394382.46,194.74125,16.1,7.4,0.0,9.7,34
2022-05-02,604821.16,480153.54,219.0225,18.5,7.0,6.3,10.8,47
2022-05-03,659693.58,522859.46,218.15625,18.2,7.5,1.3,10.8,44
2022-05-04,678406.64,430396.76,231.29,18.5,7.9,1.2,13.5,125
2022-05-05,667227.24,430549.1,234.485,16.8,6.9,9.9,11.7,354
2022-05-06,637261.46,441627.76,225.35916666666665,17.8,9.0,2.0,14.3,24
2022-05-07,491475.87,494246.18,201.4283333333333,18.0,8.3,0.9,11.2,47
2022-05-08,438217.5,550858.08,171.8175,20.3,6.5,0.0,14.8,40
2022-05-09,584277.2,563119.42,216.81041666666667,20.8,9.3,0.1,10.7,66
2022-05-10,544439.79,740973.51,183.31875,22.3,8.8,0.1,10.4,175
2022-05-11,462176.51,849928.68,159.09166666666667,26.6,11.7,0.0,16.4,222
2022-05-12,452550.8,848096.62,169.11958333333334,22.9,16.0,0.0,23.8,268
2022-05-13,432635.41000000003,794939.4299999999,168.78791666666666,20.9,11.4,0.1,23.0,272
2022-05-14,388207.47,730806.31,152.96875,22.2,6.7,0.0,10.2,299
2022-05-15,376373.92,586241.85,149.025,23.7,9.1,0.0,9.5,69
2022-05-16,500745.44,684084.63,211.58249999999998,24.9,11.4,0.1,17.4,247
2022-05-17,595327.84,527019.5,225.74916666666664,21.2,13.5,1.6,18.9,313
2022-05-18,544304.72,673597.1799999999,206.9695833333333,23.3,11.9,0.0,10.9,120
2022-05-19,490552.41,672936.1,210.80916666666667,26.9,10.4,0.1,15.2,164
2022-05-20,478684.0,657536.99,209.23458333333335,28.6,15.1,0.0,21.7,216
2022-05-21,300168.49,963114.07,103.36208333333333,20.2,12.1,0.3,23.5,288
2022-05-22,426289.98,534367.54,166.03208333333333,20.9,8.6,0.0,10.5,333
2022-05-23,463173.01,828705.11,188.13791666666665,22.6,10.6,2.6,14.3,137
2022-05-24,460398.55,756769.12,162.945,18.6,13.5,6.1,16.5,247
2022-05-25,442585.35,735640.16,177.49625,19.1,11.3,5.1,15.9,267
2022-05-26,269888.36,946734.28,67.93249999999999,17.9,10.8,0.1,21.3,265
2022-05-27,279785.02,1055569.59,46.76541666666666,16.9,11.6,1.2,24.2,268
2022-05-28,283193.89,986748.13,36.84916666666667,15.0,6.7,1.4,21.9,294
2022-05-29,407479.93,630347.18,156.335,14.0,4.8,5.2,11.2,344
2022-05-30,538092.78,463383.18,225.99291666666667,16.8,3.2,0.3,12.2,317
2022-05-31,725087.25,478892.63,210.17,20.5,6.1,0.6,11.6,149
2022-06-01,595988.58,557846.97,215.28916666666666,21.2,7.6,0.1,19.1,242
2022-06-02,537307.58,656528.31,188.8708333333333,21.0,9.9,0.0,13.0,352
2022-06-03,530211.18,586663.16,184.54541666666668,26.1,10.4,0.9,12.0,96
2022-06-04,444978.31,565493.92,162.49333333333334,24.8,14.7,0.1,13.4,37
2022-06-05,427935.46,672857.51,141.57791666666665,24.0,14.3,4.0,14.9,97
2022-06-06,360553.24,842474.24,91.32875,23.0,13.8,0.3,14.5,264
2022-06-07,534860.13,719332.55,183.88166666666666,20.5,13.9,2.2,13.7,264
2022-06-08,549404.01,520828.35,190.3479166666667,21.5,11.8,0.8,13.8,237
2022-06-09,538159.11,567596.61,185.49166666666667,18.6,12.7,1.2,17.7,293
2022-06-10,528176.53,614007.69,185.75458333333333,22.3,11.0,0.0,12.1,308
2022-06-11,423660.89,625556.72,134.70083333333335,24.3,10.5,0.0,8.4,307
2022-06-12,402217.4,648276.36,116.95583333333333,26.7,12.7,0.0,11.5,276
2022-06-13,481884.32,747004.3,165.56416666666667,21.7,12.8,0.6,25.1,304
2022-06-14,543532.14,604832.45,194.98083333333332,22.6,11.0,0.0,7.0,344
2022-06-15,552554.45,560870.99,211.82958333333332,27.2,10.4,0.0,9.0,140
2022-06-16,508376.56,605628.62,201.9725,27.5,13.9,0.4,15.5,60
2022-06-17,500106.59,608129.86,255.43125,26.4,13.4,0.0,12.0,334
2022-06-18,405142.13,719846.03,195.39499999999998,33.3,13.5,0.0,13.4,208
2022-06-19,399537.9,686221.24,154.65208333333334,34.8,18.4,0.1,18.9,204
2022-06-20,525404.03,577593.38,267.37166666666667,28.2,12.8,8.5,25.6,292
2022-06-21,590929.02,613457.22,288.59375,23.6,8.8,0.0,9.8,68
2022-06-22,621883.98,469969.44,323.34083333333336,26.7,13.1,0.7,10.8,181
2022-06-23,609389.72,613802.2,295.0804166666667,26.5,15.5,2.2,14.4,127
2022-06-24,529329.42,671530.5,274.3,23.6,16.7,6.0,11.9,198
2022-06-25,496088.8,519099.09,240.39291666666668,25.5,15.6,0.3,15.9,262
2022-06-26,456994.28,520532.49,201.67083333333335,27.8,14.5,0.0,9.4,128
2022-06-27,589780.61,530451.5,316.6475,29.0,18.1,8.0,19.5,305
2022-06-28,598537.47,528579.72,331.5154166666667,23.4,16.0,0.6,14.4,18
2022-06-29,605291.39,560550.65,315.54291666666666,24.3,17.5,0.5,13.2,117
2022-06-30,754646.39,604341.87,325.4775,28.0,16.6,0.1,8.2,143
2022-07-01,601327.63,578665.88,314.3845833333333,18.9,10.7,5.2,21.9,287
